,doc_id,review_text,total_sentiment
4476,4477,"I always wanted to try to make zucchini noodles like my wife so I thought of buying a tool that could make vegetable into noodles , and I have found lots of gadget capable of doing that here on amazon so I did read some reviews and they point out that a triblade slicer is the best tool if I was to make vegetable into noodle strings, so I bought this item and  week after this item arrived in my door way and I just had to try it out, and so I did…the triblade does work, I was able to make vegetables into thick or thin spaghetti spirals and it was so easy making them but the downside is cleaning the blades and also this gadget is bulky… but everything else is great i am still giving this a 5 star…",4.0
4477,4478,This case is amazing in terms of its durability and protection. No other case will possess these features because it is made from the finest qualities materials. I love this double protection case because its belt clip swivel is securely attached to my belt. It is easy to slide up and and down for access.,15.0
4478,4479,"This is the first toy iv ever bought, and let me just say.. I am sooo so soooo happy that I did this. This thing is amazing. The vibration is quiet. its perfect.",24.0
4479,4480,for one month I Took a pill Before Every time I Ate.  I did Notice a Difference.  After a month I dropped to only 2 Pills Every Morning.  So far in the Two and A Half Months I Have lost 15 pounds.,10.0
4480,4481,"Thanks to this cream I have been able to improve the texture of my skin is soft and smooth, I've noticed the difference from the first time I started to use, my skin was very rough and it rustic, but since I started using the cream I have noticed a radical change, more softness and shine, my skin looks much more glare was just what I wanted I needed in my workspace my skin receives enough sunshine and deteriorates enough, and I recommend it!",4.0
4481,4482,"I wanted to remove an old scar on my knee that was good sized so I went to my doctor. My doctor said to search for a scar remover on amazon and I found this! I used it for a few days and BOOM, the scar was pretty much faded away. You can only see it if you look closely, and it will probably disappear soon.",12.0
4482,4483,"I am always trying to make my nails stronger, and my hair stronger. I am on the constant lookout for products that will help that. I was offered this as a promotion and jumped at the chance. My honest opinion is that it is great. First off it is a huge container of powder. I started adding it to my chocolate milk. I throw it in my shaker bottle so that I make sure that it dissolves fully. When adding it with milk I can't really taste the citrus flavor. After just a few days My nails are slightly stronger. I also have joint pains and it has helped those go away some.",34.0
4483,4484,"Really helps with curbing food cravings. No negative side effects so far. Works as advertised. What can I say, great product!",12.0
4484,4485,"I've been using it for a while now and I can see some noticeable results. I've lost 3 pounds in this short duration and I also feel very energetic throughout the day after it intake. Worked great for me, very happy with the results.",9.0
4485,4486,"I was looking for a portable speaker and decided to try this Free Spirit 12 by SoundPal.I was surprised at the size of this speaker and has a huge difference in sound quality from my other portable speakers. I could definitely hear the lows and the highs and more importantly the bass. I selected this model in color black with the red dots.The speaker did not take long to charge on the initial charge. I paired my iPhone with my new speaker and played a few songs from my device. I then listened to some music from Sirius and Pandora. I was definitely hearing vibrant and lifelike music.I initially liked the ""voice"" that helps with the pairing of the devices. I can see how it might get annoying after awhile, but I didn't find how to turn it off anywhere in the user manual.While connected to my iPhone, I can adjust the volume from my device or from the speaker.I'm very happy with my purchase. Money well spent. I do highly recommend this speaker.",29.0
